13023	3	1	2	2	4	3	4	4	5	5	3	4	4	3	3	5	5	4	3	5	2	2	1	3	2	4	4	3	3	4	5	5	5	4	5	2	5	5	4	2	4	4	4	3	2	5	3	3	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4
13042	4	3	4	3	4	2	2	2	3	2	2	4	3	3	4	3	3	3	2	2	5	4	3	3	3	4	4	3	4	3	3	3	4	4	4	2	4	4	2	2	4	4	4	4	4	2	3	4	3	3	3	2	2	2	2	2	2	4	4	4	4	4	4	4	4
13532	5	4	5	3	1	1	2	2	1	2	4	3	4	5	4	2	2	2	2	2	4	4	4	5	4	3	5	4	4	5	4	5	3	4	4	2	4	4	2	2	5	4	5	4	5	2	4	4	4	4	1	3	2	3	2	2	2	3	4	4	4	4	4	4	4
13618	3	2	4	4	3	1	2	4	3	3	4	4	3	3	3	2	1	3	4	2	3	4	3	4	4	4	2	3	4	4	5	2	3	3	2	4	3	4	3	2	3	4	2	3	4	2	3	4	5	3	2	3	4	3	3	2	4	3	4	5	3	1	3	1	2
13763	4	4	4	2	2	2	2	5	4	3	1	4	4	1	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	5	4	2	2	4	4	4	4	4	2	5	4	5	4	1	1	2	2	1	1	1	5	5	5	5	4	5	5	5
14086	2	1	2	5	3	4	2	4	5	5	2	1	2	1	5	4	4	3	4	5	1	1	2	2	1	2	1	1	2	1	1	2	2	1	2	5	2	1	4	4	1	2	1	2	1	4	1	1	2	3	4	4	5	5	4	4	3	2	3	3	2	1	3	2	2
14230	4	4	2	2	1	5	2	1	3	3	4	5	1	4	1	2	1	4	2	2	5	4	5	3	4	5	5	4	2	5	4	5	5	5	1	4	3	4	2	1	4	1	4	5	4	2	5	2	3	4	2	1	2	4	1	3	1	4	4	5	4	5	4	4	5
14961	3	3	3	3	3	4	5	5	5	5	3	4	4	3	3	5	5	5	3	3	5	3	4	5	3	4	5	5	5	5	5	5	5	4	5	3	4	5	5	5	3	5	3	4	4	5	5	5	3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5
15110	5	2	1	3	5	3	1	5	1	2	4	4	3	4	5	5	1	5	2	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	1	5	5	5	1	3	4	1	4	4	4	5	5	3	5	2	3	1	3	4	1	2	4	5	5	5	3	5	2	5
15183	4	1	1	1	1	1	5	5	5	5	4	4	5	1	5	4	4	4	2	2	5	3	5	5	4	5	5	5	5	5	4	5	4	4	5	2	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4
15344	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
16022	4	4	5	2	1	1	4	5	4	4	4	5	5	4	1	2	1	5	1	2	5	5	4	5	4	4	4	4	5	4	5	5	4	5	4	1	4	5	2	1	4	5	4	5	5	2	5	5	4	4	2	1	2	1	2	1	1	5	4	5	4	5	4	4	5
16308	3	1	2	2	3	5	5	5	3	3	5	4	4	5	5	5	3	5	3	5	4	5	5	4	5	5	5	3	4	5	5	5	5	5	4	2	5	5	3	5	5	4	4	3	4	2	4	4	4	4	2	5	5	5	5	5	5	5	5	5	5	5	5	5	4
16728	4	5	4	2	3	2	1	2	2	1	4	3	5	4	1	2	1	2	1	3	5	4	4	5	3	4	5	5	4	3	5	4	4	5	2	1	5	4	3	1	4	5	5	3	3	1	3	4	5	3	2	1	2	1	2	1	2	4	4	3	3	3	5	5	4
16730	3	1	1	5	4	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	4	5	5	5	4	5	1	5	5	4	5	5	5	5	2	5	5	5	5	5	5
16765	4	3	5	2	3	2	1	1	3	3	5	4	2	4	2	3	3	1	3	2	4	2	4	5	3	5	4	2	3	1	2	3	5	4	4	3	5	4	1	2	3	3	3	4	5	1	4	5	4	4	3	1	3	1	2	4	3	5	4	2	3	4	3	5	4
17075	3	4	3	3	3	2	4	3	4	3	3	4	4	1	2	1	4	3	2	2	2	2	4	3	3	3	3	4	5	4	4	5	4	3	4	2	5	4	3	3	3	5	5	3	3	4	3	3	4	3	4	2	3	4	1	4	2	4	4	5	3	3	2	3	4
17145	5	2	3	3	5	2	5	5	4	5	5	5	5	3	5	5	5	5	5	5	1	5	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	5	5	4	5	3	4	4	5	3	4	3	5	2	5	5	5	5	5	4	5	4	4	5	4	4	4	4
17216	4	3	4	1	2	3	2	1	2	3	4	3	4	5	2	2	1	2	2	3	4	5	4	2	4	2	4	4	3	4	2	3	4	4	3	2	5	4	2	1	3	4	4	3	4	2	3	4	5	4	3	2	2	2	3	1	3	4	4	3	4	4	4	3	4
17732	5	1	3	2	2	3	4	3	4	4	4	4	5	4	4	4	4	3	4	4	4	3	4	5	5	5	5	5	4	4	5	4	4	4	2	4	5	5	4	2	3	4	4	4	4	4	3	3	3	3	4	3	4	2	5	2	2	5	4	5	4	5	5	5	5
18057	3	2	4	3	2	2	3	3	4	3	4	4	3	4	3	4	2	3	2	4	4	3	4	3	4	4	3	3	4	3	4	3	4	3	4	3	4	4	3	2	4	4	3	3	4	4	4	3	3	4	2	3	2	2	2	2	2	4	4	3	4	3	4	4	4
18368	2	5	2	3	2	3	3	3	4	4	3	2	2	1	2	4	3	4	5	4	3	1	2	4	4	2	2	2	1	3	2	2	2	2	2	3	1	1	3	2	3	3	3	4	1	4	3	1	2	2	3	4	3	2	2	3	4	1	3	3	3	2	2	5	1
18507	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
18764	4	1	3	4	3	4	2	1	2	4	3	1	3	4	2	3	4	2	5	1	4	3	1	2	3	5	4	2	3	2	1	2	5	3	2	2	4	3	2	4	5	3	2	3	3	5	2	2	4	2	3	4	4	5	3	4	3	2	3	3	5	4	2	1	4
19090	3	2	2	3	2	4	4	4	3	3	4	4	4	3	3	4	3	4	3	4	2	3	4	4	4	4	4	2	2	2	4	4	4	2	2	4	2	4	3	2	2	2	3	3	3	4	4	3	4	4	4	4	4	2	4	3	4	4	4	4	3	3	4	3	3
19143	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
19288	3	3	4	2	3	2	3	3	1	1	5	4	5	5	2	2	1	2	3	3	3	4	4	5	4	4	5	1	4	3	3	4	4	5	5	3	4	3	2	3	3	4	3	3	4	3	3	4	3	4	1	2	1	3	2	1	2	3	3	3	3	4	3	4	4
19343	4	3	5	2	3	2	5	4	5	4	5	4	5	4	3	3	2	3	2	3	4	3	5	2	5	4	1	5	3	5	5	3	5	5	4	1	5	5	5	5	1	2	4	3	3	1	5	3	4	3	3	5	5	5	3	5	5	5	5	4	5	5	5	5	3
20609	5	3	2	2	4	3	5	5	2	3	4	4	5	5	3	2	3	2	2	2	3	4	4	4	2	4	3	4	3	2	5	4	5	2	4	3	4	3	2	4	3	3	2	3	2	2	4	3	3	2	4	2	1	3	1	4	1	3	4	5	3	4	3	5	3
20618	4	4	4	1	1	2	2	2	2	2	4	4	4	4	1	1	2	3	3	3	4	5	5	3	4	5	5	2	5	5	5	5	5	5	4	2	4	4	1	3	3	2	3	3	3	5	2	2	2	4	2	2	2	2	1	1	4	3	4	2	2	2	3	4	3
20775	3	2	4	4	4	3	3	5	2	4	3	2	4	2	4	3	3	3	4	3	4	3	2	4	3	3	2	4	2	3	3	5	3	2	3	2	3	2	3	3	4	2	2	2	5	3	3	2	3	4	4	2	3	4	3	2	4	2	3	3	2	4	2	4	2
20920	5	2	5	2	1	4	4	4	2	4	5	5	5	5	5	4	2	4	2	2	3	2	3	4	4	1	1	2	3	4	4	3	5	3	2	1	1	4	1	5	3	5	3	1	4	4	5	5	2	3	4	2	1	4	1	1	1	2	5	4	4	4	2	3	3
21576	2	3	4	2	5	2	4	5	3	2	2	3	4	5	4	3	4	2	4	3	3	4	2	4	2	5	4	2	3	4	4	1	4	5	3	2	5	3	2	1	3	2	5	4	3	4	4	5	3	1	4	2	1	2	1	3	2	5	4	3	4	5	2	4	5
21659	4	4	5	2	1	2	1	3	2	1	4	5	5	4	2	1	3	1	2	1	5	4	5	4	3	4	5	4	5	4	4	3	2	5	4	1	4	3	1	2	5	4	5	4	5	3	4	5	4	5	3	1	2	1	2	2	1	4	5	4	5	5	4	3	5
21735	5	3	4	4	2	4	4	1	3	3	4	2	5	3	2	1	3	2	1	4	5	2	5	4	5	2	5	3	5	3	5	4	5	3	2	4	1	4	1	3	4	5	3	2	3	2	2	5	2	5	3	4	1	4	1	4	1	3	5	4	5	2	1	5	3
21747	4	4	3	2	2	3	4	4	4	4	4	4	4	4	2	4	2	2	2	3	4	2	4	3	2	4	3	4	3	4	4	4	3	4	4	2	4	4	2	3	5	4	4	4	4	3	4	4	4	4	2	3	4	3	4	2	3	4	4	4	4	4	4	3	3
21990	5	1	1	1	5	1	5	5	5	5	1	1	5	5	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	1	1	5	5	5	5	5	2	5	5	5	5	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5
22036	5	2	4	1	5	3	5	5	5	5	5	3	5	2	3	5	4	3	3	4	4	4	5	5	5	5	5	5	5	3	5	4	4	5	5	4	4	4	4	4	5	4	4	4	3	2	4	4	4	5	5	4	2	2	5	3	2	5	5	5	5	5	5	5	5
22095	3	3	4	4	4	5	5	4	3	4	4	5	4	5	4	4	5	5	5	4	1	3	5	3	2	3	3	4	3	4	4	5	4	3	5	5	3	3	4	4	1	2	1	3	2	4	3	4	3	2	3	3	2	3	3	3	3	4	2	3	5	4	4	5	5
22120	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	4	3	4	4	4	3	4	4	2	4	4	3	2	4	4	3	3	4	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	4	4	3
22193	5	4	5	1	2	2	1	1	1	1	4	4	5	5	1	1	1	2	1	1	4	5	4	4	4	5	4	4	4	5	5	4	5	5	4	2	5	4	1	2	4	4	4	5	4	2	4	4	4	4	1	1	2	2	2	2	2	4	4	3	4	4	4	4	4
22649	2	3	2	1	4	2	3	2	4	5	2	3	3	1	5	3	4	2	2	4	2	4	4	2	3	2	3	2	1	3	1	2	3	2	1	3	2	4	3	3	2	1	2	2	1	4	2	4	5	3	1	4	3	2	4	2	3	2	2	1	3	2	5	4	1
22856	4	3	4	2	3	4	4	2	2	5	4	3	5	4	4	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	4	3	3	2	4	4	4	4	3	3	4	4	3	4	3	3	4	4	3	4	3	2	3	3	2	3	5	5	4	5	5	5	3	5	5
23159	3	4	4	5	3	3	2	3	3	3	3	4	4	3	4	4	4	3	3	4	4	4	4	4	3	4	4	4	4	4	4	2	3	4	3	3	4	5	3	4	4	4	4	4	4	4	4	3	3	4	2	3	2	4	2	2	2	2	2	3	2	4	4	4	4
23171	5	2	3	4	4	4	4	4	4	2	4	2	3	2	4	1	4	4	4	4	2	3	3	2	2	4	5	2	2	2	3	2	2	2	3	4	2	3	4	4	2	3	2	2	2	4	5	5	3	3	4	4	1	1	3	2	1	4	4	4	5	1	5	3	4
23359	4	5	3	1	2	2	3	5	3	3	1	2	4	3	2	2	3	1	1	2	5	4	3	1	4	4	2	4	5	5	3	4	4	4	3	1	5	5	3	2	4	5	3	3	4	4	3	5	4	4	1	1	4	1	2	1	2	5	4	4	3	5	3	4	5
23362	5	3	3	2	2	3	3	2	3	2	3	3	3	2	3	3	3	4	3	3	5	3	3	3	3	4	4	4	4	3	4	3	4	2	2	3	3	3	3	2	3	3	4	3	3	3	3	3	3	3	3	2	2	3	2	3	2	3	3	3	3	3	4	4	3
23429	4	2	3	2	3	2	2	3	2	3	4	4	2	3	2	2	2	2	4	3	3	4	3	4	4	4	4	3	4	4	3	4	4	2	4	3	4	3	2	2	3	4	3	2	3	2	4	4	2	3	2	2	2	3	2	3	4	3	4	4	3	4	4	4	3
23804	3	3	3	3	3	3	4	5	3	3	3	3	4	4	3	5	2	2	2	2	4	3	3	3	3	3	3	5	4	5	4	3	4	5	3	4	4	4	4	5	3	5	2	3	3	4	5	5	3	5	2	5	5	4	3	3	3	3	3	3	3	2	4	3	2
24448	4	3	4	2	2	5	3	2	3	2	2	4	3	3	4	2	4	2	2	3	3	4	4	5	5	4	4	4	4	5	4	5	3	4	3	2	3	4	2	2	3	5	2	4	5	2	4	4	4	5	2	2	1	2	3	3	1	4	4	5	4	4	3	4	4
24789	4	4	3	3	1	3	3	4	2	2	3	5	4	5	1	3	2	2	3	2	4	4	5	5	5	5	4	4	5	3	5	4	5	4	5	2	4	5	2	3	3	4	3	3	4	1	5	5	1	4	3	3	4	2	2	2	3	5	4	3	5	3	4	4	2
24859	4	4	3	2	2	1	3	5	4	3	4	4	4	5	5	5	2	2	2	5	4	4	4	5	5	5	5	4	5	5	5	5	4	5	5	2	5	5	2	2	4	5	3	4	5	5	4	4	4	4	2	5	2	3	2	2	2	5	5	5	5	4	4	4	3
24861	4	3	4	2	3	4	4	5	4	3	5	4	4	5	5	3	5	4	2	4	2	2	4	2	4	4	4	5	5	5	4	4	4	5	3	3	4	5	2	3	2	4	3	4	4	3	4	5	3	4	4	5	3	4	2	2	4	4	4	4	4	2	3	4	4
25110	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
25276	5	1	1	5	5	5	5	5	5	5	1	1	1	3	3	1	5	5	5	5	5	4	4	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5	1	4	3	5	3	5	5	5	5	5	3	5	3	5	5	5	5	5	5
25441	4	2	4	1	1	2	2	2	2	1	4	4	4	5	2	3	3	1	2	4	4	3	4	5	4	3	4	4	4	4	4	4	5	4	3	1	4	4	2	3	3	4	4	4	5	2	5	4	4	4	1	1	2	1	3	1	2	4	4	4	4	5	5	4	5
25519	5	1	1	5	3	5	1	4	2	1	3	1	3	4	1	4	4	1	1	3	5	2	4	2	1	3	3	5	2	4	1	3	4	5	4	5	5	3	5	4	3	2	4	2	1	5	4	5	5	2	4	5	2	3	1	3	1	5	3	3	2	1	3	5	3
26090	2	2	4	2	3	4	4	4	4	4	4	5	5	4	5	4	4	4	4	5	4	3	4	4	2	4	4	5	5	3	5	4	5	5	4	4	4	4	4	4	2	4	4	5	4	4	4	4	3	4	4	4	4	4	4	4	3	4	3	3	4	4	4	4	4
26114	2	2	3	4	4	2	4	5	5	5	3	2	4	4	4	4	5	4	2	2	2	5	5	5	5	5	4	4	4	5	5	4	4	4	5	3	4	5	5	5	5	4	4	4	5	5	4	4	4	5	4	2	4	4	4	3	2	4	4	5	4	4	4	4	3
26386	2	4	4	3	3	1	3	2	2	3	3	4	5	4	2	2	4	3	3	4	2	2	3	3	3	4	4	3	2	3	4	2	4	2	4	3	3	3	2	1	3	4	4	4	3	4	1	4	4	3	2	3	3	4	3	4	2	4	3	3	1	4	4	3	4
26831	4	3	4	2	2	2	4	3	3	2	4	3	4	3	3	4	2	3	3	2	4	4	5	3	4	4	3	3	3	2	4	3	3	2	2	2	2	2	2	2	2	3	5	4	5	2	5	3	4	4	4	3	4	4	3	4	3	4	4	5	3	3	2	2	2
27371	2	1	1	2	5	1	1	1	2	1	3	3	4	1	4	4	2	4	2	3	5	2	4	5	4	5	5	3	5	5	5	5	5	4	3	5	4	5	2	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5
27745	2	2	2	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	2	4	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	4	2	2	4	4	2	2	2	2	2	4	2	2	2	2	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2
28065	4	2	2	1	2	1	4	5	4	4	3	2	3	2	2	3	1	1	3	3	5	4	5	4	4	4	3	4	5	4	5	4	3	4	5	2	3	4	4	3	2	2	4	3	4	3	3	5	3	3	1	5	3	2	2	3	2	2	5	4	4	3	3	4	4
28920	2	2	4	3	3	5	5	5	5	5	3	4	5	4	5	5	3	4	4	5	5	4	5	4	4	4	5	5	5	5	5	5	5	5	5	4	4	5	5	4	5	5	5	5	5	5	4	4	4	5	5	5	4	5	5	5	5	5	4	5	5	5	5	5	5
29297	2	1	2	5	5	4	5	4	4	4	1	1	1	1	5	4	4	4	4	2	5	5	5	5	5	4	4	3	5	5	4	5	5	4	4	2	5	4	2	1	4	4	4	5	4	2	4	3	4	4	2	1	1	1	2	2	2	4	4	4	5	4	4	3	3
29910	5	4	1	4	1	3	2	1	4	2	4	5	4	3	3	2	2	1	1	4	5	1	1	2	3	2	5	2	5	5	4	4	4	5	4	1	5	4	2	2	5	5	4	5	5	2	4	4	3	4	1	2	1	3	3	5	1	3	2	3	2	3	3	2	5
30740	4	3	3	5	3	3	3	2	2	2	4	4	4	3	2	4	3	2	2	2	2	3	4	4	4	3	3	3	2	3	2	2	4	3	2	3	3	2	3	2	3	4	3	4	3	2	4	2	3	3	3	5	3	4	2	3	4	2	3	3	3	3	2	2	2
30876	4	4	4	2	2	1	2	4	2	2	4	4	4	5	1	2	2	2	2	2	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	1	5	5	1	1	5	4	5	5	5	1	5	5	4	5	1	1	1	2	1	1	1	5	5	4	5	5	5	5	5
31452	4	5	3	1	4	1	3	1	4	2	5	3	4	5	5	2	4	1	4	3	5	3	4	5	2	5	3	5	5	2	1	2	2	4	2	2	4	5	2	4	3	5	2	3	2	4	3	1	4	2	3	3	2	2	2	5	1	2	1	4	2	4	2	4	5
31593	4	4	3	2	3	3	4	4	4	4	2	3	3	3	3	3	2	2	3	2	4	3	4	3	4	3	4	4	4	3	4	4	4	3	4	2	3	4	2	3	4	4	4	4	2	3	4	4	3	4	2	2	2	3	4	3	2	4	3	4	5	4	5	4	4
32286	4	5	5	5	5	5	5	5	4	1	4	4	4	2	2	5	2	4	4	5	4	5	4	4	4	5	4	5	4	4	5	4	4	4	4	1	4	4	5	4	1	1	1	1	1	1	1	1	2	1	1	4	2	2	3	2	2	1	4	2	4	4	4	4	4
32515	4	5	5	4	3	3	3	4	4	1	3	2	3	3	2	2	1	2	1	4	4	5	4	4	4	5	3	4	2	4	4	3	1	5	5	2	3	4	3	2	5	1	4	2	3	1	3	3	3	2	2	1	1	2	3	2	2	3	4	2	4	5	3	5	5
32948	2	3	3	4	4	2	2	4	4	3	5	4	4	3	4	2	2	3	4	4	4	5	3	4	4	2	1	5	3	4	5	4	4	4	3	4	2	4	1	1	4	3	2	3	4	3	4	4	3	2	2	4	4	3	2	1	2	3	5	4	5	3	2	4	4
33164	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	3	4	3	3	4	5	5	5	5	4	4	4	4	4	4	4	4
34213	2	1	3	4	3	5	5	5	4	4	5	4	5	4	3	4	4	5	4	4	4	4	4	4	5	5	5	5	5	4	5	1	4	5	5	4	4	4	4	5	4	4	1	4	4	4	4	5	4	5	4	5	4	4	4	4	4	5	3	5	5	5	5	5	5
34285	3	2	2	3	5	5	3	5	5	4	3	4	3	3	5	4	4	4	3	3	5	4	4	5	4	4	5	4	5	4	5	5	4	5	5	4	4	5	4	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
34935	3	3	4	4	4	4	2	4	3	2	3	5	5	4	2	3	2	1	2	2	4	2	3	1	1	1	3	4	4	4	4	4	5	4	1	3	2	4	3	1	4	4	4	4	5	2	4	5	3	3	2	2	2	3	3	2	3	3	4	3	3	2	4	3	3
35456	2	4	3	5	5	5	4	3	3	1	3	2	1	3	3	2	5	4	4	4	2	3	2	2	1	3	3	2	2	3	2	4	2	3	3	3	4	4	2	3	3	4	4	4	4	1	4	1	3	1	3	3	4	2	3	2	2	5	2	4	5	3	5	3	3
36326	5	4	4	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5
36339	4	4	2	2	3	2	1	1	1	1	5	3	3	3	3	1	3	2	2	3	2	1	2	4	5	3	2	4	4	3	5	4	4	4	3	1	5	5	1	1	2	5	3	4	5	1	5	5	5	5	1	3	2	1	3	2	2	2	1	3	3	3	3	2	4
36351	4	4	4	5	5	5	5	5	5	4	4	4	4	3	4	4	4	4	4	2	5	5	5	5	5	5	5	5	5	4	5	5	5	3	5	3	5	5	5	4	4	5	5	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5
36396	5	3	4	1	3	4	5	5	5	5	4	5	5	4	5	2	4	4	2	4	5	5	4	5	3	4	5	4	5	5	5	5	5	5	5	3	5	5	5	4	5	5	5	5	5	4	4	4	4	5	5	5	2	5	5	5	5	5	4	5	5	5	5	5	5
37074	3	4	4	3	1	2	3	2	2	2	3	4	4	3	3	2	3	1	2	3	4	4	3	4	4	3	3	4	4	4	5	4	4	3	3	2	3	2	1	3	4	4	4	5	4	2	4	4	3	2	2	2	1	2	2	1	2	4	4	3	5	5	4	3	5
37264	4	3	3	2	2	2	2	4	2	4	2	3	3	2	4	4	2	4	2	4	4	3	3	2	3	2	3	4	2	3	2	2	4	2	4	4	2	4	4	4	3	2	2	2	2	4	3	4	4	4	3	2	2	2	2	2	3	3	3	4	3	3	4	4	3
38418	5	4	3	3	2	2	2	4	2	2	4	4	4	4	2	2	2	2	2	2	4	4	3	4	3	3	4	4	4	4	4	4	3	4	4	2	3	3	1	3	3	3	3	4	3	2	4	4	4	4	1	1	1	3	1	1	1	5	5	5	5	5	5	5	5
38471	3	4	5	3	3	2	3	4	2	3	2	2	3	1	4	1	4	1	2	2	5	3	4	5	5	5	5	4	5	4	1	4	5	2	3	1	5	1	3	2	4	3	2	3	3	1	4	3	2	3	2	1	1	4	1	1	3	4	5	1	4	5	3	3	3
38564	3	4	3	5	3	4	2	2	3	3	4	3	3	3	3	2	3	4	4	5	2	2	3	3	3	4	1	2	2	4	4	2	2	3	4	2	4	3	3	5	2	3	1	2	3	1	4	3	2	5	1	1	2	4	4	4	3	2	3	4	4	3	3	4	2
38660	3	4	4	3	2	1	2	3	5	2	5	5	4	4	4	2	2	1	1	1	3	2	3	4	4	3	2	5	3	3	5	5	4	4	5	2	3	4	2	3	4	4	1	5	3	3	4	4	4	2	5	2	5	2	2	2	4	5	4	4	2	4	4	4	3
38906	2	2	2	2	3	4	5	5	5	5	3	3	4	3	5	4	4	3	2	4	5	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	5	4	4	4	3	4	4	5	4	4	4	4	4	4	5	4	4	4	3	5	5	4	4	4	5
38927	2	5	3	2	4	3	4	2	3	4	4	2	5	3	3	3	1	3	1	1	1	2	2	4	1	2	3	1	4	1	2	2	1	3	3	2	2	3	4	2	2	3	1	2	2	4	3	5	5	4	5	3	2	5	2	4	2	1	4	2	1	5	4	4	4
38985	5	5	4	3	2	2	1	5	5	5	5	2	5	4	1	2	1	3	1	1	3	3	2	2	3	4	5	3	4	5	4	5	5	5	4	1	4	4	3	2	5	3	5	2	5	2	3	4	4	5	3	2	2	1	2	1	2	4	5	4	4	5	4	4	4
39052	4	5	4	1	2	1	2	1	2	1	4	5	4	5	2	1	2	1	2	1	4	5	4	5	4	5	4	5	4	5	4	5	4	5	4	1	4	5	2	1	4	5	4	5	4	1	4	5	4	5	2	1	1	2	2	1	2	4	5	4	5	4	5	4	5
39130	1	5	5	5	4	5	5	5	5	5	5	5	5	1	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	5	5	5	5	4	5	5	4	4	5	5	5	5	5	5	5	2	4	5	5	5	5	5	5	5
