       18764           1           3           4           4           2           3           4           3           2           4           2           5           5           2           3           4           4           2           2           3           3           2           5           3           3           4           3           2           3           1           4           2           1           1           1           3           2           4           1           3           5           3           2           1           1           5           3           2           3           1           3           2           2           3           2           1           1           4           2           4           4           3           2           4           4
       19090           3           3           3           4           4           4           5           5           5           5           4           4           3           3           4           4           4           4           4           4           5           3           4           4           4           4           4           4           4           4           4           4           3           4           4           4           4           4           4           3           4           4           4           4           3           4           4           4           4           4           4           5           4           4           4           4           4           4           3           4           4           4           4           4           4
       19143           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3
       19288           3           4           3           3           2           2           3           3           3           3           4           4           4           4           2           2           2           2           3           3           3           3           1           3           4           3           4           1           1           5           5           2           4           5           4           2           4           3           2           3           3           4           4           4           4           2           5           1           2           5           2           1           2           2           3           3           3           5           4           3           4           4           4           5           4
       19343           4           3           1           1           4           1           5           5           3           5           5           5           5           5           5           3           3           3           3           5           3           3           5           5           4           5           5           5           5           4           5           3           4           5           5           2           5           5           5           4           2           5           5           5           3           3           5           5           3           5           5           5           5           5           1           5           5           5           5           5           5           5           5           5           5
       20609           5           3           5           2           1           2           5           5           3           3           4           4           4           5           3           2           4           2           3           2           4           5           3           4           4           4           3           3           3           2           2           3           4           4           4           1           5           4           2           3           2           2           3           4           5           4           4           4           4           4           2           3           1           2           3           2           2           3           4           3           2           4           2           5           4
       20618           4           5           4           2           1           4           3           3           2           2           1           1           2           5           3           1           5           2           3           1           5           3           2           2           2           1           2           2           2           1           3           4           3           1           3           3           3           3           2           2           5           5           5           5           4           1           5           3           4           2           3           5           3           4           3           5           4           3           5           5           5           2           4           5           3
       20775           3           2           4           3           2           4           5           3           4           4           3           2           1           3           2           4           5           1           4           3           2           4           5           2           1           3           3           2           4           2           4           2           3           4           2           2           3           4           3           3           4           3           3           4           3           4           4           2           3           3           2           4           3           3           4           4           2           2           4           2           3           5           4           3           3
       20920           4           3           5           2           2           4           3           5           3           3           5           5           5           5           1           5           1           1           1           5           5           2           5           1           2           5           5           5           5           5           4           4           5           4           5           1           4           5           4           1           5           3           4           2           2           3           5           4           3           5           1           4           1                       2           2           2           2           3           2           4           5           5           4           1
       21576           4           3           2           4           1           2           2           2           4           5           3           2           3           2           2           4           2           3           5           4           4           5           3           4           2           2           4           5           3           4           2           4           4           5           2           1           3           3           2           4           5           5           4           4           3           2           5           4           4           5           3           2           4           2           1           3           1           2           4           5           4           3           2           4           5
       21659           4           5           4           3           2           1           2           1           2           1           4           4           5           4           1           2           2           1           2           1           4           5           4           4           5           4           5           4           5           4           4           5           4           4           5           2           5           4           1           2           4           5           4           3           4           1           4           5           3           4           1           2           1           2           3           1           2           5           4           4           5           4           5           4           3
       21735           5           3           4           1           2           1           4           5           2           2           5           4           3           4           5           2           2           1           2           2           3           5           4           4           5           4           5           4           3           5           4           5           3           3           5           2           3           5           4           1           4           5           4           2           4           2           5           5           4           3           1           2           1           1           3           1           2           5           4           5           4           5           5           3           2
       21747           4           4           4           2           2           2           5           4           4           2           4           4           4           4           4           5           3           4           3           5           4           4           3           4           4           4           4           3           3           4           3           4           4           3           4           1           3           4           3           2           4           4           3           5           4           4           5           4           4           4           2           2           2           2           1           2           1           5           5           5           5           4           4           4           4
       21990           5           2           1           2           1           1           4           5           5           5           1           1           5           5           5           5           1           5           1           5           5           5           5           5           5           5           4           5           5           5           4           5           5           5           5           1           5           5           1           1           5           5           5           5           5           5           5           5           5           5           1           5           1           1           1           1           1           1           5           5           5           5           5           5           5
       22036           5           1           1           1           4           5           5           5           5           5           3           1           5           4           5           5           5           3           3           5           5           2           5           5           5           5           5           5           5           5           5           5           5           5           5           4           4           5           5           5           3           3           4           5           3           1           3           5           5           5           5           5           2           2           5           2           2           2           5           5           5           5           5           5           5
       22095           2           2           1           5           5           4           4           5           5           4           1           2           2           2           4           5           5           4           4           5           3           3           3           3           3           3           3           3           3           2           3           4           5           5           4           4           4           1           4           5           4           3           2           4           3           3           3           1           2           3           5           5           5           5           3           3           3           4           2           3           5           5           4           4           4
       22120           4           4           3           2           3           2           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           4           3           3           3           3           3           3           4           3           3           3           4           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3
       22193           5           5           4           2           1           2           1           2           1           1           5           5           4           4           1           1           2           2           2           1           5           5           4           4           5           5           5           4           5           4           5           4           5           5           5           2           5           4           1           1           4           5           5           5           4           1           5           4           4           4           2           1           1           2           1           1           2           4           5           4           5           4           5           5           4
       22649           3           1           1           4           3           2           1           3           2           4           3           5           4           3           4           2           4           2           5           5           3           5           3           3           4           4           2           4           4           3           3           4           5           2           2           4           4           3           4           3           1           3           2           3           4           3           1           1           4           3           2           4           2           3           1           1           3           3           1           4           2           1           2           4           3
       22856           3           2           5           3           2           4           2           3           5           2           4           5           2           4           4           3           2           3           2           4           5           4           4           2           4           4           4           3           4           3           3           3           4           3           4           2           2           2           4           3           5           3           2           4           3           2           4           4           2           2           4           2           2           3           2           2           1           4           3           5           3           3           5           3           4
       23159           2           2           3           3           5           2           2           2           3           4           4           3           4           3           3           3           4           3           3           3           3           3           2           3           3           3           3           3           3           3           3           3           3           3           3           2           4           4           3           4           2           2           4           4           3           4           4           4                       4           2           4           2           4           2           4           3           3           3           3           4           4           4           4           4
       23171           4           5           5           2           3           1           2           2           1           3           5           4           4           3           2           4           1           2           3           1           4           3           4           5           3           3           4           4           2           3           3           2           2           3           4           3           3           2           4           3           2           2           2           2           2           3           2           2           2           3           4           2           3           4           4           4           4           2           2           2           2           2           2           3           3
       23359           4           4           4           4           3           2           1           1           2           1           5           5           3           2           1           4           1           1           5           4           4           5           1           5           4           1           3           5           1           5           5           1           4           4           3           3           5           5           4           3           5           3           4           5           1           1           4           1           5           4           2           1           2           5           2           2           2           5           4           4           3           4           3           5           5
