       10190           4           2           2           4           4           5           5           5           5           5           4           4           5           4           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           1           5           5           5           5           5           5           5           5
       10310           2           2           2           3           2           2           3           4           3           3           2           3           3           3           3           4           5           4           3           4           3           3           2           2           3           3           3           4           2           2           3           2           3           2           2           2           3           3           4           4           3           2           3           1           2           3           3           2           3           3           4           4           4           2           4           4           3           2           3           2           3           3           4           3           3
       10441           4           3           3           2           2           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           4           4           3           3           3           4           2           4           4           2           2           4           4           4           4                       3           5           4           4           5           2           2           2           2           2           2           2           4           4           4           4           4           4           4           4
       10994           5           3           3           2           3           2           3           2           3           3           3           3           4           4           3           4           2           4           2           3           2           3           4           3           3           4           3           4           5           3           4           3           3           3           4           3           4           4           3           2           3           3           4                       2           2           3           4           3           4           2           1           2           2           2           3           2           4           3           4           3           3           4           4           5
       11035           4           4           4           2           2           4           3           2           2           2           4           4           4           4           2           2           3           3           2           3           3           3           4           3           3           3           3           3           4           5           4           3           4           4           4           2           4           4           2           2           4           4           4           3           4           2           4           4           4           3           2           2           2           1           2           2           2           4           4           4           4           4           4           4           3
       11280           1           1           3           5           5           2           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           2           5           2           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5
       11316           4           1           4           4           5           3           5           4           1           2           4           5           5           5           1           5           1           5           1           4           4           5           5           5           5           5           5           5           5           1           5           5           5           5           5           1           5           4           4           5           5           5           5           5           5           5           2           5           4           5           5           4           4           4           4           3           4           5           5           5           5           5           5           5           5
       11413           4           4           5           5           4           5           5           5           5           4           5           4           5           5           5           4           4           4           5           4           4           4           5           4           4           4           3           5           5           5           5           5           5           5           5           5           5           5           5           5           4           1           1           4           4           5           4           5           4           5           4           5           5           5           2           5           5           5           1           1           5           5           5           5           5
       11547           4           1           5           5           5           5           5           5           5           5           5           5           5           4           5           5           5           5           1           5           5           1           5           5           5           5           5           5           5           5           5           5           5           5           5           1           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5
       11824           3           2           1           3           4           2           5           5           4           4           5           5           5           3           5           5           2           4           4           4           5           5           5           5           5           5           5           5           5           4           5           5           5           4           5           5           5           5           5           5           5           5           5           5           5           5           5           5           3           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5
       12671           5           5           5           1           1           1           1           1           1           1           5           5           5           4           1           1           1           1           2           1           5           5           4           4           4           4           5           3           4           3           5           4           5           4           4           3           4           5           4           2           4           3           4           4           4           1           5           4           3           4           2           2           1           2           1           1           2           4           5           5           5           5           5           4           5
       13023           4           1           1           3           4           2           4           4           5           5           3           4           5           5           5           5           5           5           1           5           5           4           5           5           5           5           5           5           5           5           5           5           5           5           5           1           5           5           5           2           5           5           5           5           5                       5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5
       13042           4           4           4           1           2           2           2           2           1           2           4           4           4           4           2           2           2           2           2           2           4           4           4           4           4           4           4           4           4           3           4           4           4           4           4           2           4           4           2           2           4           4           4           4           4           2           4           4           4           4           2           2           2           2           2           2           2           4           4           4           4           4           4           5           4
       13532           5           4           4           2           2           2           2           1           2           2           4           4           5           4           2           2           1           1           1           2           5           5           4           5           5           4           4           4           4           4           4           5           4           4           4           2           4           4           2           2           4           4           5           4           4           2           5           5           4           4           2           2           1           1           2           1           2           4           4           5           5           5           4           5           5
       13618           3           3           2           1           4           1           3           2           1           4           3           2           3           2           4           3           3           1           3           4           5           3           4           3           2           4           2           3           5           3           2           3           4           5           3           1           3           4           4           3           4                       1           2           3           3           3           2           2           2           5           4           4           3           3           4           1                       1           5           2           4           5           4           4
       13763           4           4           2           5           5           4           4           4           4           4           2           4           2           2           4           2           2           2           2           2           4           4           3           2           4           4           5           5           5           5           4           5           5           5           5           1           5           4           2           1           5           5           5           5           5           1           5           5           5           5           1           1           1           1           1           1           1           5           5           5           5           5           5           5           5
       14086           2           2           2           5           3           4           5           5           5           5           2           2           1           2           3           4           5           3           4           5           3           3           2           2           1           1           3           2           2           1           2           3           3           1           2           5           2           2           5           3           2           2           1           2           3           4           2           1           1           2           5           4           4           4           5           5           4           2           1           1           2           1           2           1           3
       14230           4           1           5           3           2           1           5           2           1           5           4           5           2           4           2           2           2           3           1           3           4           2           1           5           4           5           4           1           3           4           4           5           1           3           4           2           5           4           1           5           5           2           4           5           2           3           4           4           4           5           2           1           1           3           2           4           2           4           4           5           5           4           5           2           4
       14961           5           3           3           2           3           3           5           5           5           5           3           4           4           3           4           5           5           5           3           3           5           5           5           5           4           5           5           5           5           5           5           5           5           5           5           3           5           5           5           5           5           5           4           4           4           5           5           5           4           5           5           5           5           5           5           5           3           5           3           5           5           5           5           5           5
       15110           5           2           3           2           5           3           2           5           1           2           5           1           4           2           5           3           1           2           2           5           4           5           3           5           5           5           5           5           5           5           5           5           5           5           5           1           5           5           5           5           4           4           5           3           5           2           5           5           3           5           3           1           1           5           4           2           2           5           5           5           5           5           5           5           5
       15183           4           2           3           1           4           4           5           5           4           4           4           4           4           2           3           4           4           3           3           2           5           1           5           5           4           5           5           4           5           5           4           5           4           5           5           3           5           5           5           5           5           5           5           5           5           5           4           4           5           5           5           5           5           3           5           5           4           5           5           5           5           5           5           4           4
       15344           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           2           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           2           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3           3
       16022           4           5           4           1           2           2           1           5           5           4           1           1           2           2           1           1           1           4           1           4           4           1           3           5           4           5           4           2           4           5           4           5           4           4           5           2           5           5           2           1           4           5           4           5           4           1           4           4           5           1           1           5           2           1           2           1           1           4           5           5           4           5           5           4           4
       16308           3           1           2           2           5           5           5           5           3           3           5           5           5           5           5           5           3           5           5           5           3           5           5           5           4           5           5           3           5           5           5           5           5           5           3           2           5           5           3           4           5           4           4           4           5           2           5           4           4           4           2           5           5           5           5           4           5           5           4           5           4           5           5           5           4
       16728           5           4           5           2           1           2           1           2           2           1           4           4           5           5           2           1           2           1           1           1           4           5           5           4           3           4           5           5           5           3           4           4           2           5           3           1           4           5           2           2           3           5           3           5           5           2           4           5           4           5           2           1                       2           2           1           1           5           5           5           5           5           4           4           5
       16730           3           1           1           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           1           5           5           5           3           5           3           5           5           5           5           5           5           5           5           5           5           5           5           5           5           3           5           5           5           5           5           5           5           5           5           5           5           5           4           5           5           3           5           5           5           5           5           5
       16765           4           4           5           3           1           3           1           1           1           3           4           4           5           5           3           4           5           4           4           3           4           5           3           2           5           3           4           5           5           3           2           3           4           5           3           1           3           4           1           3           5           1           2           5           3           2           5           5           2           5           3           1           3           2           4           1           1           3           4           5           4           1           5           4           4
       17075           4           3           2           1           4           2           4           5           3           3           1           4           3           4           3           1           4           3           2           3           2           3           3           4           3           3           1           2           2           5           5           2           3           2           3           4           1           3           2           4           2           2           3           3           5           3           3           3           3           2           4           4           2           4           4           4           3           4           2           3           1           3           5           1           4
       17145           5           1           1           5           5           2           5           5           5           5           5           1           4           1           5           5           5           1           4           4           5           4           5           4           5           4           4           4           4           4           5           4           4           4           4           4           5           5           5           5           5           5           3           5           5           5           4           4           5           4           5           4           5           4           5           5           4           5           2           4           5           4           4           2           2
       17216           4           3           4           3           2           1           1           3           2           2           2           4           4           3           2           3           2           1           3           2           4           3           4           5           4           5           3           4           4           3           5           3           4           5           3           2           5           4           3           1           4           4           5           3           4           3           5           5           4           3           2           1           2           3           2           1           3           4           4           5           3           4           4           5           3
       17732           4           1           3           2           3           4           4           4           5           5           4           4           4           1           4           4           5           4           4           4           5           4           5           5           4           4           5           5           5           5           5           5           4           2           4           4           5           5           5           3           4           5           5           4           5           4           4           4           4           5           4           5           5           4           5           5           3           5           3           5           5           5           5           5           4
       18057           4           3           4           2           2           2           2           4           2           3           3           4           4           4           4           2           2           3           2           4           4           3           4           5           3           4           4           3           4           3           4           5           3           4           4           1           3           5           3           2           5           3           5           4           4           4           4           4           4           3           2           4           2           1           2           2           3           4           4           3           3           4           4           4           3
       18368           3           4           3           1           3           5           5           3           3           4           2           1           2           1           5           5           4           3           4           3           1           2           2           2           3           1           4           3           2           2           3           2           2           3           4           3           4           4           4           2           2           3           4           2           4           2           2           3           3           4           4           4           3           4           4           3           4           4           2           4           2           3           3           1           3
       18507           4           4           4           3           4           4           4           4           4           4           4           4           4           4           4           4           4           4           4           4           5           5           5           5           5           5           5           5           5           3           5           5           5           5           5           5           5           5           5           5           5           5           3           5           5           1           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5           5
