     2.000      1.000      3.000      2.000      2.000      1.000      3.000      3.000      2.000      2.000      4.000      5.000      2.000      5.000      3.000      4.000      3.000      5.000      4.000      5.000      3.000      3.000      5.000      5.000      5.000      4.000      4.000      4.000      5.000      5.000      1.000      4.000      3.000      5.000      5.000      5.000      5.000      5.000      4.000      2.000      1.000      1.000      3.000      2.000      1.000      2.000      4.000      4.000      4.000      4.000      4.000 12671      0.224      0.246     -1.689      0.521      0.758      0.573     -0.217      0.639      0.403      0.663      0.413      0.550     -1.012      0.409      0.135      0.659
     2.000      4.000      3.000      4.000      4.000      5.000      5.000      3.000      5.000      5.000      4.000      3.000      5.000      2.000      2.000      1.000      3.000      2.000      4.000      4.000      3.000      3.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      4.000      4.000      3.000      2.000      3.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000 13023      0.749      0.246      0.569      0.521     -0.745      0.573     -2.811      0.639     -0.314      0.663     -1.020      0.550      1.509      0.409      0.865      0.659
     3.000      4.000      2.000      2.000      2.000      3.000      2.000      4.000      3.000      3.000      3.000      2.000      2.000      5.000      4.000      3.000      3.000      3.000      4.000      4.000      3.000      4.000      3.000      3.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      3.000      3.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000 13042     -0.339      0.246     -0.412      0.521      0.216      0.573     -0.094      0.639     -0.935      0.663      0.323      0.550     -0.679      0.409      0.138      0.659
     3.000      1.000      1.000      2.000      2.000      1.000      2.000      4.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      5.000      4.000      3.000      5.000      4.000      4.000      5.000      4.000      5.000      3.000      4.000      4.000      4.000      4.000      5.000      4.000      5.000      4.000      5.000      4.000      4.000      4.000      4.000      1.000      3.000      2.000      3.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000 13532     -0.052      0.246     -1.399      0.521     -0.198      0.573      0.484      0.639      0.434      0.663      0.932      0.550     -0.344      0.409      0.011      0.659
     4.000      3.000      1.000      2.000      4.000      3.000      3.000      3.000      2.000      1.000      3.000      4.000      2.000      3.000      4.000      3.000      4.000      4.000      4.000      2.000      3.000      4.000      4.000      5.000      2.000      3.000      3.000      2.000      3.000      4.000      3.000      4.000      2.000      3.000      4.000      3.000      4.000      5.000      3.000      2.000      3.000      4.000      3.000      3.000      2.000      4.000      3.000      1.000      3.000      1.000      2.000 13618     -1.093      0.246     -0.080      0.521     -0.239      0.573      0.465      0.639      0.972      0.663      0.259      0.550      0.500      0.409     -2.536      0.659
     2.000      2.000      2.000      2.000      5.000      4.000      3.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      5.000      4.000      1.000      1.000      2.000      2.000      1.000      1.000      1.000      5.000      4.000      5.000      5.000      5.000 13763      0.295      0.246      0.561      0.521     -1.150      0.573     -0.010      0.639     -0.173      0.663      0.195      0.550     -1.533      0.409      0.655      0.659
     5.000      3.000      4.000      2.000      4.000      5.000      5.000      5.000      4.000      4.000      3.000      4.000      5.000      1.000      1.000      2.000      2.000      1.000      2.000      1.000      1.000      2.000      1.000      1.000      2.000      2.000      1.000      2.000      2.000      1.000      1.000      2.000      1.000      2.000      1.000      1.000      1.000      2.000      3.000      4.000      4.000      5.000      5.000      4.000      4.000      3.000      2.000      1.000      3.000      2.000      2.000 14086     -2.728      0.246      1.150      0.521      1.197      0.573     -1.198      0.639     -0.401      0.663     -0.854      0.550      1.708      0.409     -0.426      0.659
     2.000      1.000      5.000      2.000      1.000      3.000      3.000      1.000      2.000      1.000      4.000      2.000      2.000      5.000      4.000      5.000      3.000      4.000      5.000      5.000      4.000      2.000      5.000      4.000      5.000      5.000      5.000      1.000      3.000      4.000      4.000      1.000      4.000      5.000      4.000      5.000      2.000      3.000      4.000      2.000      1.000      2.000      4.000      1.000      3.000      1.000      4.000      5.000      4.000      4.000      5.000 14230     -0.329      0.246     -0.847      0.521     -0.736      0.573      1.125      0.639     -0.857      0.663      0.063      0.550     -0.286      0.409      1.410      0.659
     3.000      3.000      4.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      3.000      3.000      5.000      3.000      4.000      5.000      3.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      4.000      5.000      3.000      5.000      3.000      4.000      4.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 14961      1.370      0.246      0.224      0.521     -0.158      0.573     -0.550      0.639      0.360      0.663     -0.636      0.550      1.422      0.409      0.182      0.659
     3.000      5.000      3.000      1.000      5.000      1.000      2.000      5.000      5.000      1.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      4.000      1.000      4.000      4.000      5.000      5.000      3.000      5.000      2.000      3.000      1.000      3.000      4.000      1.000      2.000      5.000      3.000      5.000      2.000      5.000 15110      0.993      0.246     -1.251      0.521      1.982      0.573      0.900      0.639      1.816      0.663     -1.226      0.550     -1.515      0.409     -1.283      0.659
     1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      4.000      2.000      2.000      5.000      3.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000 15183      1.189      0.246      0.467      0.521     -1.045      0.573      0.520      0.639      0.645      0.663      1.297      0.550      1.695      0.409      0.083      0.659
     3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000 15344     -1.218      0.246      0.106      0.521      0.150      0.573     -0.169      0.639     -0.091      0.663     -0.151      0.550      0.398      0.409     -0.169      0.659
     2.000      1.000      1.000      4.000      5.000      4.000      4.000      1.000      2.000      1.000      5.000      1.000      2.000      5.000      5.000      4.000      5.000      4.000      4.000      4.000      4.000      5.000      4.000      5.000      5.000      4.000      5.000      4.000      4.000      5.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000      4.000      4.000      2.000      1.000      2.000      1.000      2.000      1.000      1.000      4.000      5.000      4.000      4.000      5.000 16022      0.631      0.246      0.787      0.521     -1.281      0.573      0.175      0.639      1.038      0.663      0.860      0.550     -1.543      0.409     -0.044      0.659
     2.000      3.000      5.000      5.000      5.000      3.000      3.000      5.000      5.000      3.000      5.000      3.000      5.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      3.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000 16308      1.142      0.246     -0.359      0.521      0.473      0.573      0.438      0.639      0.913      0.663     -1.058      0.550      1.110      0.409      0.426      0.659
     2.000      3.000      2.000      1.000      2.000      2.000      1.000      1.000      2.000      1.000      2.000      1.000      3.000      5.000      4.000      4.000      5.000      3.000      4.000      5.000      5.000      4.000      3.000      5.000      4.000      4.000      5.000      2.000      5.000      4.000      4.000      5.000      5.000      3.000      3.000      3.000      4.000      5.000      3.000      2.000      1.000      2.000      1.000      2.000      1.000      2.000      3.000      3.000      5.000      5.000      4.000 16728     -0.005      0.246     -1.159      0.521     -0.861      0.573      0.340      0.639     -0.515      0.663     -0.330      0.550     -1.039      0.409      0.369      0.659
     5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000      1.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 16730      1.792      0.246      0.692      0.521      0.888      0.573      0.121      0.639     -0.589      0.663     -0.051      0.550      0.450      0.409     -0.165      0.659
     2.000      3.000      2.000      1.000      1.000      3.000      3.000      2.000      3.000      3.000      1.000      3.000      2.000      4.000      2.000      4.000      5.000      3.000      5.000      4.000      2.000      3.000      1.000      2.000      3.000      5.000      4.000      4.000      5.000      4.000      3.000      3.000      3.000      4.000      5.000      4.000      5.000      4.000      4.000      3.000      1.000      3.000      1.000      2.000      4.000      3.000      3.000      4.000      3.000      5.000      4.000 16765     -0.522      0.246     -1.066      0.521     -0.142      0.573      0.173      0.639     -1.147      0.663      0.727      0.550      0.036      0.409      1.379      0.659
     3.000      3.000      2.000      4.000      3.000      4.000      3.000      2.000      1.000      4.000      3.000      2.000      2.000      2.000      2.000      4.000      3.000      3.000      3.000      3.000      4.000      5.000      4.000      4.000      5.000      4.000      3.000      4.000      5.000      4.000      3.000      5.000      5.000      3.000      3.000      3.000      3.000      4.000      3.000      4.000      2.000      3.000      4.000      1.000      4.000      2.000      3.000      3.000      2.000      3.000      4.000 17075     -0.339      0.246      0.482      0.521     -1.277      0.573     -0.924      0.639     -0.895      0.663      0.116      0.550      0.169      0.409     -1.276      0.659
     3.000      5.000      2.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      3.000      4.000      4.000      3.000      4.000      3.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      4.000      4.000      4.000      4.000 17145      0.578      0.246      0.535      0.521      1.255      0.573     -0.572      0.639      0.287      0.663     -0.359      0.550      0.859      0.409     -0.625      0.659
     1.000      2.000      3.000      2.000      1.000      2.000      3.000      2.000      2.000      1.000      2.000      2.000      3.000      4.000      5.000      4.000      2.000      4.000      2.000      4.000      4.000      3.000      4.000      2.000      3.000      4.000      4.000      3.000      5.000      4.000      3.000      4.000      4.000      3.000      4.000      3.000      4.000      5.000      4.000      3.000      2.000      2.000      2.000      3.000      1.000      3.000      4.000      4.000      4.000      3.000      4.000 17216     -0.524      0.246     -0.775      0.521     -0.801      0.573     -0.351      0.639     -0.066      0.663      0.203      0.550     -0.396      0.409      0.478      0.659
     2.000      2.000      3.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      3.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      4.000      4.000      4.000      2.000      5.000      5.000      3.000      4.000      4.000      4.000      4.000      3.000      3.000      3.000      3.000      4.000      3.000      4.000      2.000      5.000      2.000      2.000      4.000      5.000      5.000      5.000      5.000 17732      0.536      0.246     -0.110      0.521      0.387      0.573      0.485      0.639     -0.669      0.663     -0.625      0.550     -0.022      0.409      0.484      0.659
     3.000      2.000      2.000      3.000      3.000      4.000      3.000      3.000      4.000      2.000      3.000      2.000      4.000      4.000      3.000      4.000      3.000      4.000      4.000      3.000      3.000      4.000      3.000      4.000      3.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      3.000      3.000      4.000      4.000      3.000      3.000      4.000      2.000      3.000      2.000      2.000      2.000      2.000      2.000      4.000      3.000      4.000      4.000      4.000 18057     -0.334      0.246      0.353      0.521     -0.019      0.573     -0.078      0.639      0.463      0.663     -0.232      0.550     -0.798      0.409     -0.194      0.659
     3.000      2.000      3.000      3.000      3.000      4.000      4.000      2.000      4.000      3.000      4.000      5.000      4.000      3.000      1.000      2.000      4.000      4.000      2.000      2.000      2.000      1.000      3.000      2.000      2.000      2.000      2.000      2.000      1.000      1.000      3.000      3.000      3.000      4.000      1.000      3.000      1.000      2.000      2.000      3.000      4.000      3.000      2.000      2.000      3.000      4.000      3.000      2.000      2.000      5.000      1.000 18368     -2.418      0.246      0.978      0.521      0.309      0.573      0.349      0.639     -0.280      0.663      0.094      0.550      0.867      0.409      0.788      0.659
     3.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 18507      1.606      0.246     -0.733      0.521      0.384      0.573      0.213      0.639      0.154      0.663     -0.271      0.550      1.309      0.409      0.018      0.659
     4.000      3.000      4.000      2.000      1.000      2.000      4.000      2.000      3.000      4.000      2.000      5.000      1.000      4.000      3.000      1.000      2.000      3.000      5.000      4.000      2.000      3.000      2.000      1.000      2.000      5.000      3.000      2.000      4.000      3.000      5.000      3.000      2.000      3.000      3.000      2.000      2.000      4.000      2.000      3.000      4.000      4.000      5.000      3.000      4.000      3.000      5.000      4.000      2.000      1.000      4.000 18764     -1.099      0.246     -0.872      0.521     -0.456      0.573     -0.439      0.639     -2.463      0.663     -0.753      0.550      1.406      0.409     -0.886      0.659
     3.000      2.000      4.000      4.000      4.000      3.000      3.000      3.000      4.000      3.000      4.000      3.000      4.000      2.000      3.000      4.000      4.000      4.000      4.000      4.000      2.000      2.000      2.000      4.000      4.000      4.000      2.000      2.000      2.000      4.000      2.000      2.000      3.000      3.000      3.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      2.000      4.000      3.000      4.000      3.000      3.000      4.000      3.000      3.000 19090     -0.991      0.246      0.104      0.521      0.580      0.573      0.339      0.639      0.671      0.663     -0.282      0.550      0.838      0.409     -0.034      0.659
     3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000 19143     -1.218      0.246      0.106      0.521      0.150      0.573     -0.169      0.639     -0.091      0.663     -0.151      0.550      0.398      0.409     -0.169      0.659
     2.000      3.000      2.000      3.000      3.000      1.000      1.000      2.000      2.000      1.000      2.000      3.000      3.000      3.000      4.000      4.000      5.000      4.000      4.000      5.000      1.000      4.000      3.000      3.000      4.000      4.000      5.000      5.000      4.000      3.000      3.000      4.000      3.000      3.000      4.000      3.000      4.000      3.000      4.000      1.000      2.000      1.000      3.000      2.000      1.000      2.000      3.000      4.000      3.000      4.000      4.000 19288     -0.291      0.246     -1.140      0.521     -0.019      0.573      0.128      0.639      0.356      0.663     -0.773      0.550     -0.945      0.409      0.059      0.659
     2.000      3.000      2.000      5.000      4.000      5.000      4.000      3.000      3.000      2.000      3.000      2.000      3.000      4.000      3.000      5.000      2.000      5.000      4.000      1.000      5.000      3.000      5.000      5.000      3.000      5.000      5.000      4.000      5.000      5.000      1.000      2.000      4.000      3.000      3.000      5.000      3.000      4.000      3.000      3.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000 19343      0.108      0.246      1.118      0.521     -1.624      0.573      0.635      0.639      0.590      0.663     -0.774      0.550      1.251      0.409      1.169      0.659
     2.000      4.000      3.000      5.000      5.000      2.000      3.000      3.000      2.000      3.000      2.000      2.000      2.000      3.000      4.000      4.000      4.000      2.000      4.000      3.000      4.000      3.000      2.000      5.000      4.000      5.000      2.000      4.000      4.000      3.000      3.000      3.000      2.000      3.000      2.000      4.000      3.000      3.000      2.000      4.000      2.000      1.000      3.000      1.000      4.000      1.000      3.000      4.000      3.000      5.000      3.000 20609     -0.802      0.246      0.635      0.521      0.036      0.573      0.762      0.639      0.536      0.663     -1.043      0.550     -0.625      0.409      0.754      0.659
     1.000      1.000      2.000      2.000      2.000      2.000      2.000      1.000      1.000      2.000      3.000      3.000      3.000      4.000      5.000      5.000      3.000      4.000      5.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      4.000      3.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      4.000      2.000      2.000      2.000      2.000      1.000      1.000      4.000      2.000      2.000      3.000      4.000      3.000 20618     -0.210      0.246     -1.260      0.521     -0.728      0.573      0.714      0.639      0.264      0.663     -1.946      0.550     -0.667      0.409     -1.070      0.659
     4.000      4.000      3.000      3.000      5.000      2.000      4.000      4.000      3.000      3.000      3.000      4.000      3.000      4.000      3.000      2.000      4.000      3.000      3.000      2.000      4.000      2.000      3.000      3.000      5.000      3.000      2.000      3.000      3.000      2.000      4.000      2.000      2.000      2.000      5.000      3.000      2.000      3.000      4.000      4.000      2.000      3.000      4.000      3.000      2.000      4.000      2.000      4.000      2.000      4.000      2.000 20775     -1.343      0.246     -0.087      0.521      1.057      0.573      0.280      0.639      1.292      0.663     -0.041      0.550      0.642      0.409     -0.120      0.659
     2.000      1.000      4.000      4.000      4.000      2.000      4.000      5.000      4.000      2.000      4.000      2.000      2.000      3.000      2.000      3.000      4.000      4.000      1.000      1.000      2.000      3.000      4.000      4.000      3.000      5.000      3.000      2.000      1.000      4.000      3.000      5.000      3.000      1.000      4.000      5.000      5.000      2.000      3.000      4.000      2.000      1.000      4.000      1.000      1.000      1.000      4.000      4.000      2.000      3.000      3.000 20920     -1.285      0.246      0.104      0.521      0.654      0.573     -0.266      0.639      2.828      0.663      0.400      0.550     -0.294      0.409     -0.190      0.659
     2.000      5.000      2.000      4.000      5.000      3.000      2.000      4.000      3.000      4.000      2.000      4.000      3.000      3.000      4.000      2.000      4.000      2.000      5.000      4.000      2.000      3.000      4.000      4.000      1.000      4.000      5.000      3.000      5.000      3.000      3.000      2.000      5.000      4.000      3.000      4.000      5.000      3.000      1.000      4.000      2.000      1.000      2.000      1.000      3.000      2.000      4.000      5.000      2.000      4.000      5.000 21576     -0.683      0.246      1.016      0.521      0.542      0.573      0.348      0.639     -1.562      0.663      0.409      0.550     -0.983      0.409      1.050      0.659
     2.000      1.000      2.000      1.000      3.000      2.000      1.000      2.000      1.000      3.000      1.000      2.000      1.000      5.000      4.000      5.000      4.000      3.000      4.000      5.000      4.000      5.000      4.000      4.000      3.000      2.000      5.000      4.000      4.000      3.000      5.000      4.000      5.000      4.000      5.000      4.000      5.000      4.000      5.000      3.000      1.000      2.000      1.000      2.000      2.000      1.000      5.000      5.000      4.000      3.000      5.000 21659      0.049      0.246     -1.189      0.521     -0.899      0.573      0.320      0.639     -1.001      0.663      0.939      0.550     -0.732      0.409      0.455      0.659
     4.000      2.000      4.000      4.000      1.000      3.000      3.000      2.000      1.000      3.000      2.000      1.000      4.000      5.000      2.000      5.000      4.000      5.000      2.000      5.000      3.000      5.000      3.000      5.000      4.000      5.000      3.000      2.000      1.000      4.000      4.000      5.000      3.000      2.000      3.000      2.000      5.000      2.000      5.000      3.000      4.000      1.000      4.000      1.000      4.000      1.000      5.000      2.000      1.000      5.000      3.000 21735     -0.277      0.246     -1.159      0.521     -0.015      0.573     -0.217      0.639      0.937      0.663     -1.297      0.550      0.042      0.409     -0.558      0.659
     2.000      2.000      3.000      4.000      4.000      4.000      4.000      2.000      4.000      2.000      2.000      2.000      3.000      4.000      2.000      4.000      3.000      2.000      4.000      3.000      4.000      3.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      2.000      3.000      4.000      3.000      4.000      2.000      3.000      4.000      4.000      4.000      3.000      3.000 21747     -0.280      0.246      0.859      0.521     -1.086      0.573     -0.621      0.639      0.385      0.663      0.766      0.550      0.192      0.409     -0.004      0.659
     1.000      5.000      1.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000 21990      1.387      0.246      1.786      0.521     -1.558      0.573      0.372      0.639      0.212      0.663      0.595      0.550     -2.517      0.409      0.210      0.659
     1.000      5.000      3.000      5.000      5.000      5.000      5.000      3.000      5.000      4.000      3.000      3.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      4.000      4.000      5.000      5.000      4.000      4.000      5.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      5.000      5.000      4.000      2.000      2.000      5.000      3.000      2.000      5.000      5.000      5.000      5.000      5.000 22036      1.101      0.246      1.267      0.521     -0.141      0.573      0.304      0.639     -0.126      0.663     -0.716      0.550     -0.549      0.409      0.835      0.659
     4.000      4.000      5.000      5.000      4.000      3.000      4.000      4.000      4.000      5.000      5.000      5.000      4.000      1.000      3.000      5.000      3.000      2.000      3.000      3.000      4.000      3.000      4.000      4.000      5.000      4.000      3.000      5.000      3.000      3.000      1.000      2.000      1.000      3.000      2.000      3.000      4.000      3.000      2.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      5.000      4.000      4.000      5.000      5.000 22095     -0.372      0.246      0.482      0.521      1.889      0.573     -0.572      0.639     -0.341      0.663     -1.921      0.550     -0.618      0.409      1.146      0.659
