     4.000      2.000      2.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 10190      1.733      0.184      0.934      0.418      0.206      0.578     -0.249      0.587      0.269      0.616      0.597      0.543      0.222      0.412      0.252      0.652
     2.000      2.000      2.000      3.000      2.000      2.000      3.000      4.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      4.000      5.000      4.000      3.000      4.000      3.000      3.000      2.000      2.000      3.000      3.000      3.000      4.000      2.000      2.000      3.000      2.000      3.000      2.000      2.000      2.000      3.000      3.000      4.000      4.000      3.000      2.000      3.000      1.000      2.000      3.000      3.000      2.000      3.000      3.000      4.000      4.000      4.000      2.000      4.000      4.000      3.000      2.000      3.000      2.000      3.000      3.000      4.000      3.000      3.000 10310     -1.388      0.184      1.178      0.418     -0.021      0.578     -0.054      0.587     -0.359      0.616     -0.748      0.543      0.674      0.412      0.197      0.652
     4.000      3.000      3.000      2.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      4.000      4.000      3.000      3.000      3.000      4.000      2.000      4.000      4.000      2.000      2.000      4.000      4.000      4.000      4.000          *      3.000      5.000      4.000      4.000      5.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000 10441     -0.474      0.184      0.505      0.418     -0.286      0.579     -1.090      0.587     -0.235      0.619      0.973      0.556     -0.991      0.412      0.389      0.656
     5.000      3.000      3.000      2.000      3.000      2.000      3.000      2.000      3.000      3.000      3.000      3.000      4.000      4.000      3.000      4.000      2.000      4.000      2.000      3.000      2.000      3.000      4.000      3.000      3.000      4.000      3.000      4.000      5.000      3.000      4.000      3.000      3.000      3.000      4.000      3.000      4.000      4.000      3.000      2.000      3.000      3.000      4.000          *      2.000      2.000      3.000      4.000      3.000      4.000      2.000      1.000      2.000      2.000      2.000      3.000      2.000      4.000      3.000      4.000      3.000      3.000      4.000      4.000      5.000 10994     -0.585      0.184      0.290      0.418      0.276      0.578      0.344      0.589     -0.188      0.618     -0.471      0.564     -0.878      0.412      0.451      0.661
     4.000      4.000      4.000      2.000      2.000      4.000      3.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      2.000      2.000      3.000      3.000      2.000      3.000      3.000      3.000      4.000      3.000      3.000      3.000      3.000      3.000      4.000      5.000      4.000      3.000      4.000      4.000      4.000      2.000      4.000      4.000      2.000      2.000      4.000      4.000      4.000      3.000      4.000      2.000      4.000      4.000      4.000      3.000      2.000      2.000      2.000      1.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000 11035     -0.511      0.184     -0.479      0.418      0.255      0.578     -0.654      0.587      0.392      0.616      0.224      0.543     -0.889      0.412     -0.257      0.652
     1.000      1.000      3.000      5.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      2.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 11280      1.680      0.184      0.599      0.418      0.948      0.578      0.165      0.587     -1.122      0.616      0.753      0.543      0.818      0.412      0.678      0.652
     4.000      1.000      4.000      4.000      5.000      3.000      5.000      4.000      1.000      2.000      4.000      5.000      5.000      5.000      1.000      5.000      1.000      5.000      1.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      2.000      5.000      4.000      5.000      5.000      4.000      4.000      4.000      4.000      3.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 11316      1.180      0.184     -0.650      0.418      0.527      0.578      0.762      0.587     -0.458      0.616     -0.366      0.543      0.128      0.412     -0.846      0.652
     4.000      4.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      5.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      1.000      1.000      4.000      4.000      5.000      4.000      5.000      4.000      5.000      4.000      5.000      5.000      5.000      2.000      5.000      5.000      5.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000 11413      1.101      0.184     -0.157      0.418      1.038      0.578     -0.077      0.587      1.320      0.616     -2.069      0.543      0.557      0.412      1.841      0.652
     4.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 11547      1.730      0.184      0.290      0.418      0.420      0.578     -0.014      0.587      0.407      0.616      0.324      0.543      0.664      0.412     -0.320      0.652
     3.000      2.000      1.000      3.000      4.000      2.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      3.000      5.000      5.000      2.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 11824      1.456      0.184      0.157      0.418      0.888      0.578      0.686      0.587     -0.587      0.616      0.732      0.543      1.062      0.412     -0.322      0.652
     5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      4.000      1.000      1.000      1.000      1.000      2.000      1.000      5.000      5.000      4.000      4.000      4.000      4.000      5.000      3.000      4.000      3.000      5.000      4.000      5.000      4.000      4.000      3.000      4.000      5.000      4.000      2.000      4.000      3.000      4.000      4.000      4.000      1.000      5.000      4.000      3.000      4.000      2.000      2.000      1.000      2.000      1.000      1.000      2.000      4.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000 12671     -0.027      0.184     -2.426      0.418      0.875      0.578     -0.305      0.587      0.695      0.616     -0.013      0.543     -0.826      0.412     -0.772      0.652
     4.000      1.000      1.000      3.000      4.000      2.000      4.000      4.000      5.000      5.000      3.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000          *      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 13023      1.514      0.184      0.660      0.419     -0.298      0.582      1.117      0.595     -1.080      0.629      0.910      0.543      0.519      0.413     -0.207      0.652
     4.000      4.000      4.000      1.000      2.000      2.000      2.000      2.000      1.000      2.000      4.000      4.000      4.000      4.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      2.000      4.000      4.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      2.000      4.000      4.000      4.000      4.000      2.000      2.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000 13042     -0.308      0.184     -1.107      0.418      0.178      0.578      0.256      0.587     -0.043      0.616      0.371      0.543     -0.613      0.412     -0.064      0.652
     5.000      4.000      4.000      2.000      2.000      2.000      2.000      1.000      2.000      2.000      4.000      4.000      5.000      4.000      2.000      2.000      1.000      1.000      1.000      2.000      5.000      5.000      4.000      5.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      2.000      4.000      4.000      2.000      2.000      4.000      4.000      5.000      4.000      4.000      2.000      5.000      5.000      4.000      4.000      2.000      2.000      1.000      1.000      2.000      1.000      2.000      4.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000 13532      0.068      0.184     -1.436      0.418      0.032      0.578      0.169      0.587     -0.075      0.616      0.456      0.543     -1.151      0.412     -0.290      0.652
     3.000      3.000      2.000      1.000      4.000      1.000      3.000      2.000      1.000      4.000      3.000      2.000      3.000      2.000      4.000      3.000      3.000      1.000      3.000      4.000      5.000      3.000      4.000      3.000      2.000      4.000      2.000      3.000      5.000      3.000      2.000      3.000      4.000      5.000      3.000      1.000      3.000      4.000      4.000      3.000      4.000          *      1.000      2.000      3.000      3.000      3.000      2.000      2.000      2.000      5.000      4.000      4.000      3.000      3.000      4.000      1.000          *      1.000      5.000      2.000      4.000      5.000      4.000      4.000 13618     -0.693      0.195      0.184      0.435     -0.924      0.581      0.554      0.600     -1.111      0.647     -1.556      0.581      0.304      0.413     -0.258      0.660
     4.000      4.000      2.000      5.000      5.000      4.000      4.000      4.000      4.000      4.000      2.000      4.000      2.000      2.000      4.000      2.000      2.000      2.000      2.000      2.000      4.000      4.000      3.000      2.000      4.000      4.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      1.000      5.000      4.000      2.000      1.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 13763      0.671      0.184      0.605      0.418     -2.100      0.578     -1.492      0.587      0.723      0.616      0.807      0.543     -2.636      0.412      0.494      0.652
     2.000      2.000      2.000      5.000      3.000      4.000      5.000      5.000      5.000      5.000      2.000      2.000      1.000      2.000      3.000      4.000      5.000      3.000      4.000      5.000      3.000      3.000      2.000      2.000      1.000      1.000      3.000      2.000      2.000      1.000      2.000      3.000      3.000      1.000      2.000      5.000      2.000      2.000      5.000      3.000      2.000      2.000      1.000      2.000      3.000      4.000      2.000      1.000      1.000      2.000      5.000      4.000      4.000      4.000      5.000      5.000      4.000      2.000      1.000      1.000      2.000      1.000      2.000      1.000      3.000 14086     -2.086      0.184      1.679      0.418     -0.634      0.578     -0.631      0.587      0.510      0.616     -0.763      0.543      2.385      0.412      1.036      0.652
     4.000      1.000      5.000      3.000      2.000      1.000      5.000      2.000      1.000      5.000      4.000      5.000      2.000      4.000      2.000      2.000      2.000      3.000      1.000      3.000      4.000      2.000      1.000      5.000      4.000      5.000      4.000      1.000      3.000      4.000      4.000      5.000      1.000      3.000      4.000      2.000      5.000      4.000      1.000      5.000      5.000      2.000      4.000      5.000      2.000      3.000      4.000      4.000      4.000      5.000      2.000      1.000      1.000      3.000      2.000      4.000      2.000      4.000      4.000      5.000      5.000      4.000      5.000      2.000      4.000 14230     -0.137      0.184     -0.583      0.418     -0.210      0.578     -1.952      0.587     -0.396      0.616      0.333      0.543     -0.568      0.412      0.878      0.652
     5.000      3.000      3.000      2.000      3.000      3.000      5.000      5.000      5.000      5.000      3.000      4.000      4.000      3.000      4.000      5.000      5.000      5.000      3.000      3.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      4.000      5.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000 14961      1.512      0.184      0.331      0.418     -0.628      0.578      0.264      0.587      0.134      0.616     -0.123      0.543      0.526      0.412     -0.009      0.652
     5.000      2.000      3.000      2.000      5.000      3.000      2.000      5.000      1.000      2.000      5.000      1.000      4.000      2.000      5.000      3.000      1.000      2.000      2.000      5.000      4.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      3.000      5.000      2.000      5.000      5.000      3.000      5.000      3.000      1.000      1.000      5.000      4.000      2.000      2.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 15110      1.073      0.184     -0.414      0.418     -0.940      0.578     -0.123      0.587     -0.298      0.616     -0.664      0.543     -1.110      0.412     -1.421      0.652
     4.000      2.000      3.000      1.000      4.000      4.000      5.000      5.000      4.000      4.000      4.000      4.000      4.000      2.000      3.000      4.000      4.000      3.000      3.000      2.000      5.000      1.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000 15183      1.084      0.184     -0.019      0.418     -0.781      0.578      0.240      0.587      0.361      0.616      0.935      0.543      0.986      0.412     -0.783      0.652
     3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      2.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000 15344     -1.144      0.184      0.253      0.418     -0.078      0.578     -0.128      0.587     -0.262      0.616     -0.515      0.543      0.477      0.412      0.145      0.652
     4.000      5.000      4.000      1.000      2.000      2.000      1.000      5.000      5.000      4.000      1.000      1.000      2.000      2.000      1.000      1.000      1.000      4.000      1.000      4.000      4.000      1.000      3.000      5.000      4.000      5.000      4.000      2.000      4.000      5.000      4.000      5.000      4.000      4.000      5.000      2.000      5.000      5.000      2.000      1.000      4.000      5.000      4.000      5.000      4.000      1.000      4.000      4.000      5.000      1.000      1.000      5.000      2.000      1.000      2.000      1.000      1.000      4.000      5.000      5.000      4.000      5.000      5.000      4.000      4.000 16022     -0.192      0.184      0.636      0.418     -3.486      0.578      0.547      0.587      1.415      0.616      0.764      0.543     -1.568      0.412     -1.370      0.652
     3.000      1.000      2.000      2.000      5.000      5.000      5.000      5.000      3.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      4.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      2.000      5.000      5.000      3.000      4.000      5.000      4.000      4.000      4.000      5.000      2.000      5.000      4.000      4.000      4.000      2.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      4.000      5.000      4.000      5.000      5.000      5.000      4.000 16308      1.282      0.184      0.456      0.418      0.854      0.578     -0.469      0.587     -0.829      0.616     -0.392      0.543     -0.088      0.412     -0.407      0.652
     5.000      4.000      5.000      2.000      1.000      2.000      1.000      2.000      2.000      1.000      4.000      4.000      5.000      5.000      2.000      1.000      2.000      1.000      1.000      1.000      4.000      5.000      5.000      4.000      3.000      4.000      5.000      5.000      5.000      3.000      4.000      4.000      2.000      5.000      3.000      1.000      4.000      5.000      2.000      2.000      3.000      5.000      3.000      5.000      5.000      2.000      4.000      5.000      4.000      5.000      2.000      1.000          *      2.000      2.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      4.000      4.000      5.000 16728      0.050      0.185     -1.825      0.421      0.163      0.579     -0.035      0.587     -0.324      0.619      0.371      0.543     -1.065      0.424     -0.500      0.652
     3.000      1.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      1.000      5.000      5.000      5.000      3.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000 16730      1.535      0.184      1.062      0.418      1.024      0.578     -0.864      0.587     -0.049      0.616      0.642      0.543      0.525      0.412      0.521      0.652
     4.000      4.000      5.000      3.000      1.000      3.000      1.000      1.000      1.000      3.000      4.000      4.000      5.000      5.000      3.000      4.000      5.000      4.000      4.000      3.000      4.000      5.000      3.000      2.000      5.000      3.000      4.000      5.000      5.000      3.000      2.000      3.000      4.000      5.000      3.000      1.000      3.000      4.000      1.000      3.000      5.000      1.000      2.000      5.000      3.000      2.000      5.000      5.000      2.000      5.000      3.000      1.000      3.000      2.000      4.000      1.000      1.000      3.000      4.000      5.000      4.000      1.000      5.000      4.000      4.000 16765     -0.372      0.184     -0.212      0.418      1.425      0.578     -0.546      0.587     -0.914      0.616     -0.705      0.543     -1.289      0.412      2.433      0.652
     4.000      3.000      2.000      1.000      4.000      2.000      4.000      5.000      3.000      3.000      1.000      4.000      3.000      4.000      3.000      1.000      4.000      3.000      2.000      3.000      2.000      3.000      3.000      4.000      3.000      3.000      1.000      2.000      2.000      5.000      5.000      2.000      3.000      2.000      3.000      4.000      1.000      3.000      2.000      4.000      2.000      2.000      3.000      3.000      5.000      3.000      3.000      3.000      3.000      2.000      4.000      4.000      2.000      4.000      4.000      4.000      3.000      4.000      2.000      3.000      1.000      3.000      5.000      1.000      4.000 17075     -1.166      0.184      0.015      0.418     -0.762      0.578     -0.408      0.587     -0.832      0.616     -0.410      0.543      1.342      0.412     -0.666      0.652
     5.000      1.000      1.000      5.000      5.000      2.000      5.000      5.000      5.000      5.000      5.000      1.000      4.000      1.000      5.000      5.000      5.000      1.000      4.000      4.000      5.000      4.000      5.000      4.000      5.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      4.000      4.000      5.000      4.000      5.000      4.000      5.000      4.000      5.000      5.000      4.000      5.000      2.000      4.000      5.000      4.000      4.000      2.000      2.000 17145      0.697      0.184      0.784      0.418     -1.022      0.578     -0.074      0.587     -0.245      0.616      0.372      0.543      1.204      0.412     -0.153      0.652
     4.000      3.000      4.000      3.000      2.000      1.000      1.000      3.000      2.000      2.000      2.000      4.000      4.000      3.000      2.000      3.000      2.000      1.000      3.000      2.000      4.000      3.000      4.000      5.000      4.000      5.000      3.000      4.000      4.000      3.000      5.000      3.000      4.000      5.000      3.000      2.000      5.000      4.000      3.000      1.000      4.000      4.000      5.000      3.000      4.000      3.000      5.000      5.000      4.000      3.000      2.000      1.000      2.000      3.000      2.000      1.000      3.000      4.000      4.000      5.000      3.000      4.000      4.000      5.000      3.000 17216     -0.296      0.184     -0.766      0.418     -0.297      0.578      0.269      0.587     -0.434      0.616      0.680      0.543     -0.577      0.412     -0.433      0.652
     4.000      1.000      3.000      2.000      3.000      4.000      4.000      4.000      5.000      5.000      4.000      4.000      4.000      1.000      4.000      4.000      5.000      4.000      4.000      4.000      5.000      4.000      5.000      5.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      4.000      2.000      4.000      4.000      5.000      5.000      5.000      3.000      4.000      5.000      5.000      4.000      5.000      4.000      4.000      4.000      4.000      5.000      4.000      5.000      5.000      4.000      5.000      5.000      3.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      4.000 17732      1.022      0.184      0.257      0.418     -0.742      0.578      0.162      0.587      0.015      0.616      0.778      0.543      0.963      0.412     -0.153      0.652
     4.000      3.000      4.000      2.000      2.000      2.000      2.000      4.000      2.000      3.000      3.000      4.000      4.000      4.000      4.000      2.000      2.000      3.000      2.000      4.000      4.000      3.000      4.000      5.000      3.000      4.000      4.000      3.000      4.000      3.000      4.000      5.000      3.000      4.000      4.000      1.000      3.000      5.000      3.000      2.000      5.000      3.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      2.000      4.000      2.000      1.000      2.000      2.000      3.000      4.000      4.000      3.000      3.000      4.000      4.000      4.000      3.000 18057     -0.447      0.184      0.263      0.418      0.192      0.578      0.696      0.587      0.079      0.616      0.497      0.543     -0.752      0.412     -0.651      0.652
     3.000      4.000      3.000      1.000      3.000      5.000      5.000      3.000      3.000      4.000      2.000      1.000      2.000      1.000      5.000      5.000      4.000      3.000      4.000      3.000      1.000      2.000      2.000      2.000      3.000      1.000      4.000      3.000      2.000      2.000      3.000      2.000      2.000      3.000      4.000      3.000      4.000      4.000      4.000      2.000      2.000      3.000      4.000      2.000      4.000      2.000      2.000      3.000      3.000      4.000      4.000      4.000      3.000      4.000      4.000      3.000      4.000      4.000      2.000      4.000      2.000      3.000      3.000      1.000      3.000 18368     -1.175      0.184      1.172      0.418     -1.156      0.578     -1.622      0.587     -0.316      0.616      0.026      0.543      0.771      0.412     -0.359      0.652
     4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      3.000      5.000      5.000      1.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000      5.000 18507      1.528      0.184     -0.617      0.418     -0.413      0.578     -0.403      0.587      0.649      0.616      0.074      0.543      0.897      0.412      0.199      0.652
     1.000      3.000      4.000      4.000      2.000      3.000      4.000      3.000      2.000      4.000      2.000      5.000      5.000      2.000      3.000      4.000      4.000      2.000      2.000      3.000      3.000      2.000      5.000      3.000      3.000      4.000      3.000      2.000      3.000      1.000      4.000      2.000      1.000      1.000      1.000      3.000      2.000      4.000      1.000      3.000      5.000      3.000      2.000      1.000      1.000      5.000      3.000      2.000      3.000      1.000      3.000      2.000      2.000      3.000      2.000      1.000      1.000      4.000      2.000      4.000      4.000      3.000      2.000      4.000      4.000 18764     -1.285      0.184      0.244      0.418      0.743      0.578     -0.494      0.587     -0.891      0.616     -1.015      0.543      0.006      0.412      0.120      0.652
     3.000      3.000      3.000      4.000      4.000      4.000      5.000      5.000      5.000      5.000      4.000      4.000      3.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000      5.000      4.000      4.000      4.000      4.000      4.000      4.000      3.000      4.000      4.000      4.000      4.000      4.000      4.000 19090      0.316      0.184      0.740      0.418     -0.234      0.578     -0.431      0.587      0.631      0.616      0.158      0.543      0.713      0.412      0.358      0.652
     3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000      3.000 19143     -1.147      0.184      0.306      0.418     -0.038      0.578     -0.240      0.587     -0.198      0.616     -0.195      0.543      0.553      0.412      0.176      0.652
